Title,URL,Sentiment,actual,Score
"IPL 2023: Punjab Kings and Kolkata Knight Riders Forced Off the Field in Mohali, Here's Why",https://www.news18.com/cricketnext/ipl-2023-punjab-kings-and-kolkata-knight-riders-forced-off-the-field-in-mohali-heres-why-7441993.html,NEG,NEU,0.5193278789520264
"AirAsia India: Daily direct flights connecting Surat with Bengaluru, Delhi and Kolkata",https://www.traveldailynews.asia/aviation/airasia-india-commences-operations-at-surat-with-daily-direct-flights-connecting-surat-with-bengaluru-delhi-and-kolkata/,NEU,POS,0.9645769000053406
"AirAsia India commences operations at Surat with daily direct flights connecting Surat with Bengaluru, Delhi and Kolkata",https://orissadiary.com/airasia-india-commences-operations-at-surat-with-daily-direct-flights-connecting-surat-with-bengaluru-delhi-and-kolkata/,NEU,POS,0.9606955647468567
West Bengal: Clash breaks out between ISF workers and Kolkata police; several injured,https://m.economictimes.com/news/politics-and-nation/west-bengal-clash-breaks-out-between-isf-workers-and-kolkata-police-several-injured/videoshow/97206152.cms,NEG,NEG,0.9375028014183044
"Airasia India announces 21 weekly direct flights between Surat and Bengaluru, Delhi and Kolkata",https://www.businesstraveller.com/business-travel/2023/01/16/airasia-india-announces-21-weekly-direct-flights-between-surat-and-bengaluru-delhi-and-kolkata/,NEU,POS,0.9321849942207336
Explaining the Bengali obsession with food and Kolkata’s cosmopolitan cuisine,https://www.telegraphindia.com/my-kolkata/events/explaining-the-bengali-obsession-with-food-and-kolkatas-cosmopolitan-cuisine-at-the-apeejay-kolkata-literary-festival-aklf/cid/1909922,NEU,NEU,0.8016307950019836
"IndiGo announces daily direct flight between Silchar and Kolkata, SpiceJet withdraws",https://www.barakbulletin.com/en_US/indigo-announces-daily-direct-flight-between-silchar-and-kolkata-spicejet-withdraws/,NEU,POS,0.9646066427230835
AirAsia India starts daily direct flights from Lucknow to Mumbai and Kolkata,https://www.psuconnect.in/news/airasia-india-starts-daily-direct-flights-from-lucknow-to-mumbai-and-kolkata/34082/,NEU,POS,0.9193330407142639
Batik Air expands Indian network coverage to Amritsar and Kolkata,https://www.nst.com.my/news/nation/2022/07/816707/batik-air-expands-indian-network-coverage-amritsar-and-kolkata,NEU,POS,0.771260142326355
SpiceJet launches daily non-stop flight between Jabalpur and Kolkata,https://www.moneycontrol.com/news/business/spicejet-launches-daily-non-stop-flight-between-jabalpur-and-kolkata-8871841.html,NEU,POS,0.9181341528892517
"Udan spreads wings, Delhi-Shimla and Kolkata-Deoghar among new routes",https://www.business-standard.com/article/economy-policy/fly-delhi-to-shimla-soon-as-udan-spreads-wings-122071200958_1.html,NEU,POS,0.9596439003944397
"Vistara to operate flights between Delhi/Mumbai and Kolkata with a tech-stop, 5 days of the week",https://livefromalounge.com/vistara-west-bengal-operations/,NEU,POS,0.9517695903778076
IndiGo to cancel non-stop flights operating between Delhi/Mumbai and Kolkata and other West Bengal airports 5 days ...,https://livefromalounge.com/indigo-cancels-west-bengal-flights/,NEG,NEG,0.8565416932106018
"Bacardí Nh7 Weekender Is Back This February In Pune, Delhi And Kolkata With The Country’s Most Unique Indie Artist Line-Up",https://www.apnnews.com/bacardi-nh7-weekender-is-back-this-february-in-pune-delhi-and-kolkata-with-the-countrys-most-unique-indie-artist-line-up/,NEU,NEU,0.5924182534217834
Three road trip circuits to come up between Odisha and Kolkata,https://timesofindia.indiatimes.com/travel/travel-news/three-road-trip-circuits-to-come-up-between-odisha-and-kolkata/articleshow/80134894.cms,NEU,NEG,0.9730864763259888
Jharkhand's Bokaro Airport to connect with Patna and Kolkata under RCS-UDAN,https://www.timesnownews.com/business-economy/industry/article/jharkhands-bokaro-airport-to-connect-with-patna-and-kolkata-under-rcs-udan/693600,NEU,NEU,0.9647164344787598
Bokaro airport will be connected with Patna and Kolkata through Udan flights: Airports Authority of India,https://m.economictimes.com/industry/transportation/airlines-/-aviation/bokaro-airport-will-be-connected-with-patna-and-kolkata-through-udan-flights-airports-authority-of-india/articleshow/79563140.cms,NEU,POS,0.9630846381187439
Air India restarts flights between London and Kolkata for the first time in 11 years,https://airlive.net/news/2020/09/18/air-india-restarts-flights-between-london-and-kolkata-for-the-first-time-in-11-years/,NEU,POS,0.8547980189323425
Air India Set To Connect London And Kolkata For The First Time In 11 Years,https://simpleflying.com/air-india-kolkata-london/,NEU,POS,0.9003084897994995
"Spicejet initiates freighter in Silchar, connecting Guwahati and Kolkata",https://www.barakbulletin.com/en_US/spicejet-initiates-freighter-in-silchar-connecting-guwahati-and-kolkata/,NEU,NEG,0.9517695307731628
104 roads blocked due to rain & snowfall in Himachal Pradesh; IMD issues yellow alert - The Times of India,104 roads blocked due to rain & snowfall in Himachal Pradesh; IMD issues yellow alert  The Times of India,NEG,NEG,0.910528302192688
Himachal Pradesh High Court issues notice to BJP Rajya Sabha MP Harsh Mahajan over Cong leader Singhvi’s ‘draw of lots’ plea - The Indian Express,Himachal Pradesh High Court issues notice to BJP Rajya Sabha MP Harsh Mahajan over Cong leader Singhvi’s ‘draw of lots’ plea  The Indian Express,NEU,NEU,0.9752246141433716
HPU sets up panels to run UG courses in effective manner - The Tribune India,HPU sets up panels to run UG courses in effective manner  The Tribune India,NEU,NEU,0.7807207107543945
Summer Brings Concerns as Shimla Grapples with Historic Water Line Leakages - TheNewsHimachal,Summer Brings Concerns as Shimla Grapples with Historic Water Line Leakages  TheNewsHimachal,NEG,NEG,0.7914218902587891
Solan-Kandaghat section of Chandigarh-Shimla highway closed due to flyover construction work - The Tribune India,Solan-Kandaghat section of Chandigarh-Shimla highway closed due to flyover construction work  The Tribune India,NEU,NEU,0.5495099425315857
"In Shimla village, local residents grope in dark after miscreants damage over a dozen cars, allege police inaction - The Indian Express","In Shimla village, local residents grope in dark after miscreants damage over a dozen cars, allege police inaction  The Indian Express",NEG,NEU,0.9380972385406494
Shimla Ridge Gets a 'Concrete Makeover': Because Nothing Says 'Preserving History' Like Pouring Cement - TheNewsHimachal,Shimla Ridge Gets a 'Concrete Makeover': Because Nothing Says 'Preserving History' Like Pouring Cement  TheNewsHimachal,NEU,NEU,0.6397539377212524
Supreme Court stays Himachal Pradesh High Court order transferring Kangra SP Shalini Agnihotri - The Tribune India,Supreme Court stays Himachal Pradesh High Court order transferring Kangra SP Shalini Agnihotri  The Tribune India,NEU,NEU,0.9762539863586426
Governor offered prayers at Jakhu temple on Ram Navami - :: India News Calling ::,Governor offered prayers at Jakhu temple on Ram Navami  :: India News Calling ::,NEU,NEU,0.9719120860099792
Education Regulatory Commission Adopts QR Code Technology to Weed Out Fake Degrees - TheNewsHimachal,Education Regulatory Commission Adopts QR Code Technology to Weed Out Fake Degrees  TheNewsHimachal,NEU,NEU,0.9208986759185791
Littering in forested areas - The Tribune India,Littering in forested areas  The Tribune India,NEU,NEU,0.8892350792884827
From Punjab to Shimla: Chitta Trail Leads to Global Drug Smuggling Network - TheNewsHimachal,From Punjab to Shimla: Chitta Trail Leads to Global Drug Smuggling Network  TheNewsHimachal,NEU,NEU,0.8588913679122925
3-day Gaiety Kathak Utsav to start today - The Tribune India,3-day Gaiety Kathak Utsav to start today  The Tribune India,NEU,POS,0.9781230092048645
"Block development officer, Totu in Shimla, clears UPSC examination - The Times of India","Block development officer, Totu in Shimla, clears UPSC examination  The Times of India",NEU,NEU,0.6524146795272827
High Court to Dharamsala MC: Act against landowners hindering work - The Tribune India,High Court to Dharamsala MC: Act against landowners hindering work  The Tribune India,NEU,NEU,0.9266321659088135
Shimla: SMC to issue rent bills in June - The Tribune India,Shimla: SMC to issue rent bills in June  The Tribune India,NEU,NEU,0.9806868433952332
HPU cancels post-grad entrance exam schedule - The Tribune India,HPU cancels post-grad entrance exam schedule  The Tribune India,NEG,NEU,0.5800077319145203
Shimla: NCDC team visits plague-prone areas - The Tribune India,Shimla: NCDC team visits plague-prone areas  The Tribune India,NEU,NEG,0.9771421551704407
"Take care of personal hygiene, advises Shimla CMO - The Tribune India","Take care of personal hygiene, advises Shimla CMO  The Tribune India",NEU,NEU,0.9706619381904602
First randomisation of polling staff for Shimla Lok Sabha poll held - The Tribune India,First randomisation of polling staff for Shimla Lok Sabha poll held  The Tribune India,NEU,NEU,0.9805065393447876
Himachal Pradesh University unit of SFI flays attack on activists in Hyderabad Central University - The Tribune India,Himachal Pradesh University unit of SFI flays attack on activists in Hyderabad Central University  The Tribune India,NEG,NEG,0.6293151378631592
"Upset over delay, Shimla Mayor wants road tarring to start within week - The Tribune India","Upset over delay, Shimla Mayor wants road tarring to start within week  The Tribune India",NEG,NEU,0.9116553664207458
Shimla: Field officers told to submit pictorial proof of work progress - The Tribune India,Shimla: Field officers told to submit pictorial proof of work progress  The Tribune India,NEU,NEU,0.9756964445114136
BJP is against women: Himachal Congress vice-president Naresh Chauhan - The Tribune India,BJP is against women: Himachal Congress vice-president Naresh Chauhan  The Tribune India,NEU,NEU,0.7750818133354187
"Nurpur: B.Sc Maths paper out of syllabus, say students - The Tribune India","Nurpur: B.Sc Maths paper out of syllabus, say students  The Tribune India",NEU,NEU,0.9456971287727356
Plastic bottles littered in the open - The Tribune India,Plastic bottles littered in the open  The Tribune India,NEG,NEU,0.8325806260108948
"Marriott Plans 12 Hotel Openings in India in 2024, Shimla to Get a Ritz-Carlton in 2029 - Skift Travel News","Marriott Plans 12 Hotel Openings in India in 2024, Shimla to Get a Ritz-Carlton in 2029  Skift Travel News",NEU,NEU,0.8977161645889282
8 unmissable Shimla experiences this summer - The Times of India,8 unmissable Shimla experiences this summer  The Times of India9 Experiences you can't miss while visiting Shimla in 2024  Business Insider India,POS,POS,0.7230648994445801
Echor Hotels expands to Shimla - Hotelier India,Echor Hotels expands to Shimla  Hotelier India,NEU,NEU,0.8751956224441528
19-year-old Shimla youth found stabbed to death in Nayagaon - Hindustan Times,19-year-old Shimla youth found stabbed to death in Nayagaon  Hindustan Times,NEG,NEU,0.9237905740737915
Temple priest booked for sexual harassment in Shimla - Deccan Herald,Temple priest booked for sexual harassment in Shimla  Deccan Herald,NEG,NEU,0.8497205972671509
"Congress holds rally in Shimla, blames the BJP for trying to topple the Himachal government - The Hindu","Congress holds rally in Shimla, blames the BJP for trying to topple the Himachal government  The Hindu",NEG,NEU,0.5368986129760742
2 Labourers Killed As Landslide Hits Makeshift Huts Near Shimla - NDTV,2 Labourers Killed As Landslide Hits Makeshift Huts Near Shimla  NDTV,NEG,NEG,0.9563894867897034
"Car falls into Sutlej river in Shimla after driver loses control, 3 dead - India Today","Car falls into Sutlej river in Shimla after driver loses control, 3 dead  India Today",NEG,NEU,0.9105850458145142
Himachal CM Sukhu calls ‘breakfast meeting’ of all Congress MLAs in Shimla - The Hindu,Himachal CM Sukhu calls ‘breakfast meeting’ of all Congress MLAs in Shimla  The Hindu,NEU,NEU,0.9755420684814453
Shimla’s heritage townhall converted into cafe: HC reserves order - Hindustan Times,Shimla’s heritage townhall converted into cafe: HC reserves order  Hindustan Times,NEU,NEU,0.9785271286964417
"Hotel occupancy surge in Shimla, Manali; record 28,210 vehicle cross Atal Tunnel in one day - The Economic Times","Hotel occupancy surge in Shimla, Manali; record 28,210 vehicle cross Atal Tunnel in one day  The Economic Times",NEU,NEG,0.8561984896659851
Delhi colder than Shimla as temperature dips below 5°C - The Hindu,Delhi colder than Shimla as temperature dips below 5°C  The Hindu,NEU,NEU,0.8988940715789795
Shimla District Commission Holds MakeMyTrip And Its Relationship Manager Liable For Retention Of Amount... - Live Law - Indian Legal News,Shimla District Commission Holds MakeMyTrip And Its Relationship Manager Liable For Retention Of Amount...  Live Law - Indian Legal News,NEU,NEU,0.9698078632354736
Tata Power installs two EV charging stations along the Chandigarh-Shimla highway - CarWale,Tata Power installs two EV charging stations along the Chandigarh-Shimla highway  CarWale,NEU,NEU,0.9153790473937988
Alliance Air: New Amritsar-Shimla Flight Service to Start From November 16 - News18,Alliance Air: New Amritsar-Shimla Flight Service to Start From November 16  News18,NEU,NEU,0.9658743143081665
"60,000 tourist vehicles entered Shimla district in 10 days - The Hindu","60,000 tourist vehicles entered Shimla district in 10 days  The Hindu",NEU,NEU,0.9665127992630005
"Shimla’s Gaiety Theatre, The Living Monument Of Indian Arts And Culture - Outlook India","Shimla’s Gaiety Theatre, The Living Monument Of Indian Arts And Culture  Outlook India",NEU,NEU,0.9077913761138916
Himachal: Shimla MC mulls imposing dog tax to keep town clean - Hindustan Times,Himachal: Shimla MC mulls imposing dog tax to keep town clean  Hindustan Times,NEU,NEU,0.9339544773101807
"Lemon Tree Hotels signs new hotel in Shimla, India - Hotel Management Network","Lemon Tree Hotels signs new hotel in Shimla, India  Hotel Management Network",NEU,NEU,0.8998907804489136
"Failure To Inform Change In Bus Root And Process Refund, Shimla District Commission Holds Redbus And... - Live Law - Indian Legal News","Failure To Inform Change In Bus Root And Process Refund, Shimla District Commission Holds Redbus And...  Live Law - Indian Legal News",NEG,NEU,0.9207265377044678
"Shimla fails to woo tourists on New Year's Eve, records lowest occupancy in 40 years | Mint - Mint","Shimla fails to woo tourists on New Year's Eve, records lowest occupancy in 40 years | Mint  Mint",NEG,NEG,0.9392588138580322
"Monsoon mayhem in Shimla rings alarm bells, triggers calls for course correction - The Hindu","Monsoon mayhem in Shimla rings alarm bells, triggers calls for course correction  The Hindu",NEG,NEU,0.6116445064544678
Scrub Typhus Claiming Lives In Shimla: Be Aware Of The Signs And Symptoms | TheHealthSite.com - TheHealthSite,Scrub Typhus Claiming Lives In Shimla: Be Aware Of The Signs And Symptoms | TheHealthSite.com  TheHealthSite,NEU,NEU,0.596613883972168
Noisy scenes witnessed in Shimla MC house meeting - The Times of India,Noisy scenes witnessed in Shimla MC house meeting  The Times of India,NEU,NEU,0.700658917427063
Himachal's Shimla Painted in White as the City Welcomes Season's First Snowfall | Weather.com - The Weather Channel,Himachal's Shimla Painted in White as the City Welcomes Season's First Snowfall | Weather.com  The Weather Channel,NEU,NEU,0.5129798054695129
NGT Can't Direct Govt To Exercise Rule Making Powers In A Particular Manner : Supreme Court Approves... - Live Law - Indian Legal News,NGT Can't Direct Govt To Exercise Rule Making Powers In A Particular Manner : Supreme Court Approves...  Live Law - Indian Legal News,NEU,POS,0.9563029408454895
Himachal Pradesh: Shimla residents reel from devastation caused by heavy rains - BBC,Himachal Pradesh: Shimla residents reel from devastation caused by heavy rains  BBC,NEU,NEG,0.7073527574539185
First-ever Shimla Winter Carnival begins as tourists throng Himachal Pradesh - The Hindu,First-ever Shimla Winter Carnival begins as tourists throng Himachal Pradesh  The Hindu,NEU,POS,0.8584680557250977
"Shimla Ex-Deputy Mayor Files FIR Against NHAI, Alleges It Violated Environmental Norms - The Wire","Shimla Ex-Deputy Mayor Files FIR Against NHAI, Alleges It Violated Environmental Norms  The Wire",NEG,NEU,0.831421971321106
Shimla MC gets new Commissioner - The Tribune India,Shimla MC gets new Commissioner  The Tribune India,NEU,NEU,0.9410245418548584
Viral Video Of Road Collapsing In Shimla Amid Heavy Rain Is Scary - News18,Viral Video Of Road Collapsing In Shimla Amid Heavy Rain Is Scary  News18,NEG,NEG,0.9278674125671387
List of famous things to buy in Shimla - Business Insider India,List of famous things to buy in Shimla  Business Insider India,NEU,POS,0.8632606267929077
"5 Scrub Typhus Deaths in Odisha, 9 in Shimla: What Is the Deadly Infection? - The Quint FIT","5 Scrub Typhus Deaths in Odisha, 9 in Shimla: What Is the Deadly Infection?  The Quint FIT",NEG,NEU,0.8659194707870483
Shimla hotels grapple with Aug travel disruptions | Mint - Mint,Shimla hotels grapple with Aug travel disruptions | Mint  Mint,NEG,NEG,0.5846142172813416
Construction norms made stringent in Shimla’s green belt: Himachal CM Sukhu - The Hindu,Construction norms made stringent in Shimla’s green belt: Himachal CM Sukhu  The Hindu,NEU,NEU,0.956723153591156
"Congress dethrones BJP in Queen of Hills, sweeps Shimla MC polls - Hindustan Times","Congress dethrones BJP in Queen of Hills, sweeps Shimla MC polls  Hindustan Times",NEU,NEU,0.7851490378379822
Country’s 1st urban ropeway project in Shimla - The New Indian Express,Country’s 1st urban ropeway project in Shimla  The New Indian Express,NEU,NEU,0.9663861989974976
Johan Reboul and Victoria Guillomon: the Shimla project - UNESCO,Johan Reboul and Victoria Guillomon: the Shimla project  UNESCO,NEU,NEU,0.9484046697616577
'One minute traffic light plan' to cut travel time in Shimla from 1 hour to 15 min | Mint - Mint,'One minute traffic light plan' to cut travel time in Shimla from 1 hour to 15 min | Mint  Mint,NEU,NEU,0.9656684994697571
"IIAS campus in Shimla faces risk of ‘sinking’ due to landslips, seeks assessment - The New Indian Express","IIAS campus in Shimla faces risk of ‘sinking’ due to landslips, seeks assessment  The New Indian Express",NEG,NEG,0.7319416403770447
Shimla’s ‘Mountain City’ Project to tackle congestion and boost economy! Here’s all about the new era of ultra-modern living - The Financial Express,Shimla’s ‘Mountain City’ Project to tackle congestion and boost economy! Here’s all about the new era of ultra-modern living  The Financial Express,POS,POS,0.8566684722900391
"Houses gutted in fire in Shimla's Rohru, no casualty - The Hindu","Houses gutted in fire in Shimla's Rohru, no casualty  The Hindu",NEU,NEU,0.581308126449585
Himachal summer getaways: Tourists flock to THIS hill resort ditching Shimla | Mint - Mint,Himachal summer getaways: Tourists flock to THIS hill resort ditching Shimla | Mint  Mint,NEU,NEU,0.9231269955635071
10 Photos of Shiv Baudi Temple in Shimla And Story of Summerhill - India.com,10 Photos of Shiv Baudi Temple in Shimla And Story of Summerhill  India.com,NEU,NEU,0.9767240285873413
